time,IP,SXR,FIR,PD,WP,P_LHfr_RT,LHD_label,ELM_label,ST_MD_label1,ST_MD_label2
0.022,-50294.0625,0.327857960800887,5.28412506486473e+18,2.880859375,-5.15149658895098e-05,1.32293375167168,1,0,0,0
0.0221,-50688.91015625,0.327857960800887,5.28412506486473e+18,2.8662109375,-3.29207578033675e-05,1.32293375167168,1,0,0,0
0.0222,-51092.0625,0.328231903564493,5.30771481196075e+18,2.8125,-1.67037560458994e-05,1.32293375167168,1,0,0,0
0.0223,-51559.00390625,0.328392685867085,5.30771481196075e+18,2.8173828125,-2.1468036720762e-05,1.32293375167168,1,0,0,0
0.0224,-51559.00390625,0.328023299464519,5.35489444359176e+18,2.8466796875,-2.1468036720762e-05,1.32293375167168,1,0,0,0
0.0225,-51991.609375,0.327659260153891,5.35489444359176e+18,2.8564453125,-2.15497857425362e-05,1.32293375167168,1,0,0,0
0.0226,-52837.28125,0.327045657518457,5.23694529579477e+18,2.83203125,-4.25814359914511e-05,1.32293375167168,1,0,0,0
0.0227,-53309.69921875,0.3280698882216,5.23694529579477e+18,2.861328125,-7.05390411894768e-05,1.32293375167168,1,0,0,0
0.0228,-53739.73828125,0.327858774807607,5.21335554869874e+18,2.9931640625,-6.75262635922991e-05,1.32293375167168,1,0,0,0
0.0229,-54217.4140625,0.327511964946062,5.21335554869874e+18,2.939453125,-3.68991895811632e-05,1.32293375167168,1,0,0,0
0.023,-54673.52734375,0.326880056493167,5.21335541125979e+18,3.0029296875,-3.18789061566349e-05,1.32293375167168,1,0,0,0
0.0231,-54673.52734375,0.328251909454969,5.21335541125979e+18,3.1201171875,-3.18789061566349e-05,1.32293375167168,1,0,0,0
0.0232,-55101.98046875,0.328413231700976,5.07181637892781e+18,3.1787109375,-3.59313380613457e-05,1.32293375167168,1,0,0,0
0.0233,-55779.953125,0.328249318058062,5.07181637892781e+18,3.9306640625,-6.57796263112687e-05,1.32293375167168,1,0,0,0
0.0234,-56174.1953125,0.328436916072788,5.16617577962878e+18,4.033203125,-6.62320962874219e-05,1.32293375167168,1,0,0,0
0.0235,-56684.1875,0.327893509980876,5.16617577962878e+18,3.9501953125,-8.33153171697631e-05,1.32293375167168,1,0,0,0
0.0236,-57112.89453125,0.327567361382912,5.18976559544428e+18,3.8037109375,-6.48479399387725e-05,1.32293375167168,1,0,0,0
0.0237,-57413.3515625,0.327459490507721,5.18976559544428e+18,3.642578125,-3.63677281711716e-05,1.32293375167168,1,0,0,0
0.0238,-57413.3515625,0.327731527712868,5.26053524904922e+18,3.5009765625,-3.63677281711716e-05,1.32293375167168,1,0,0,0
0.0239,-57705.234375,0.328797436996274,5.26053524904922e+18,3.4228515625,-4.69990809506271e-05,1.32293375167168,1,0,0,0
0.024,-58244.25,0.328041875244506,5.33130462777626e+18,3.3349609375,-8.05361632956192e-05,1.32293375167168,1,0,0,0
0.0241,-58541.12109375,0.327587845524015,5.33130462777626e+18,3.681640625,-9.06241330085322e-05,1.32293375167168,1,0,0,0
0.0242,-58878,0.327225459876601,5.18976559544428e+18,3.69140625,-9.48496599448845e-05,1.32293375167168,1,0,0,0
0.0243,-59162.14453125,0.328042405807757,5.18976559544428e+18,3.505859375,-9.41642938414589e-05,1.32293375167168,1,0,0,0
0.0244,-59320.08984375,0.327982808382062,5.11899594183934e+18,3.4228515625,-5.62139684916474e-05,1.32293375167168,1,0,0,0
0.0245,-59320.08984375,0.327678817495494,5.11899594183934e+18,3.3056640625,-5.62139684916474e-05,1.32293375167168,1,0,0,0
0.0246,-59449.9140625,0.327232046952576,5.07181644764729e+18,3.3203125,-4.18803356296849e-05,1.32293375167168,1,0,0,0
0.0247,-59566.859375,0.328724014565444,5.07181644764729e+18,3.4033203125,-5.99251834501047e-05,1.32293375167168,1,0,0,0
0.0248,-59772.76171875,0.327618190252638,4.9066873246219e+18,3.8623046875,-9.69384200288914e-05,1.32293375167168,1,0,0,0
0.0249,-59887.81640625,0.327477474746438,4.9066873246219e+18,3.7939453125,-0.000115748320240527,1.32293375167168,1,0,0,0
0.025,-59969.4296875,0.327560188118749,4.83591787717539e+18,3.486328125,-0.000132103683426976,1.32293375167168,1,0,0,0
0.0251,-59964.5234375,0.328213577881674,4.83591787717539e+18,3.5107421875,-0.000117248389869928,1.32293375167168,1,0,0,0
0.0252,-59964.5234375,0.328386203410694,4.90668739334137e+18,3.5107421875,-0.000117248389869928,1.32293375167168,1,0,0,0
0.0253,-59938.0625,0.327522877379481,4.90668739334137e+18,3.4619140625,-8.87339701876044e-05,1.32293375167168,1,0,0,0
0.0254,-59838.453125,0.327641821227408,4.93027734659583e+18,3.3740234375,-7.90885023889132e-05,1.32293375167168,1,0,0,0
0.0255,-59633.39453125,0.328069488558406,4.93027734659583e+18,3.26171875,-8.00143752712756e-05,1.32293375167168,1,0,0,0
0.0256,-59532.9765625,0.327328158850241,4.83591794589486e+18,3.18359375,-9.68880412983708e-05,1.32293375167168,1,0,0,0
0.0257,-59443.765625,0.327714114371021,4.83591794589486e+18,3.0859375,-0.000120105883979704,1.32293375167168,1,0,0,0
0.0258,-59487.3046875,0.327026453364785,4.76514829228992e+18,3.0224609375,-0.000123434001579881,1.32293375167168,1,0,0,0
0.0259,-59487.3046875,0.328087059894257,4.76514829228992e+18,2.9443359375,-0.000123434001579881,1.32293375167168,1,0,0,0
0.026,-59561.7109375,0.327715119433485,4.7651483610094e+18,2.9833984375,-9.78583047981374e-05,1.32293375167168,1,0,0,0
0.0261,-59690.76953125,0.327337504259916,4.7651483610094e+18,2.919921875,-7.48038146412e-05,1.32293375167168,1,0,0,0
0.0262,-59887.7734375,0.32826123664039,4.6471992132124e+18,2.8662109375,-7.02654433553107e-05,1.32293375167168,1,0,0,0
0.0263,-59993.15625,0.328208618282845,4.6471992132124e+18,2.9052734375,-8.67221169755794e-05,1.32293375167168,1,0,0,0
0.0264,-60165.171875,0.327409004879759,4.67078909774738e+18,2.939453125,-0.00011085770529462,1.32293375167168,1,0,0,0
0.0265,-60338.0625,0.326526715835556,4.67078909774738e+18,2.8515625,-0.000124765021610074,1.32293375167168,1,0,0,0
0.0266,-60513.05859375,0.32598411032124,4.69437884484341e+18,2.8125,-0.000119934629765339,1.32293375167168,1,0,0,0
0.0267,-60513.05859375,0.326493786537683,4.69437884484341e+18,2.8125,-0.000119934629765339,1.32293375167168,1,0,0,0
0.0268,-60689.37890625,0.327162505069127,4.69437884484341e+18,2.79296875,-8.71249430929311e-05,1.32293375167168,1,0,0,0
0.0269,-60978.56640625,0.328460651124726,4.69437884484341e+18,2.763671875,-8.62489032442681e-05,1.32293375167168,1,0,0,0
0.027,-61159.08203125,0.328429587530736,4.69437884484341e+18,2.744140625,-0.000101699137303513,1.32293375167168,1,0,0,0
0.0271,-61334.13671875,0.32734187403954,4.69437884484341e+18,2.744140625,-0.000110914297692943,1.32293375167168,1,0,0,0
0.0272,-61484.37109375,0.326561539574927,4.76514849844835e+18,2.7294921875,-0.000137650800752454,1.32293375167168,1,0,0,0
