time,IP,SXR,FIR,PD,WP,P_LHfr_RT,LHD_label,ELM_label,ST_MD_label1,ST_MD_label2
0.0201,-50347.77734375,0.356207662409225,6.71368589404327e+18,2.24609375,5.92483083892148e-05,2.3530616931509,1,0,0,0
0.0202,-50807.26171875,0.354205656375104,6.75103534196615e+18,2.2509765625,5.26383555552457e-05,2.3530616931509,1,0,0,0
0.0203,-51290.1015625,0.353287395963854,6.78602482561896e+18,2.255859375,5.31224468431901e-05,2.3530616931509,1,0,0,0
0.0204,-51714.3359375,0.352667423068897,6.77873382657622e+18,2.265625,5.1506362069631e-05,2.3530616931509,1,0,0,0
0.0205,-52150.2578125,0.354053623498089,6.7766983556753e+18,2.24609375,4.94389969389886e-05,2.3530616931509,1,0,0,0
0.0206,-52586.99609375,0.355770763291279,6.7952440931789e+18,2.24609375,4.70166050945409e-05,2.3530616931509,1,0,0,0
0.0207,-53019.47265625,0.35587741413402,6.78653884730494e+18,2.2314453125,4.54418695881031e-05,2.3530616931509,1,0,0,0
0.0208,-53496.82421875,0.353968983731733,6.7930292644437e+18,2.255859375,4.57137721241452e-05,2.3530616931509,1,0,0,0
0.0209,-53964.1875,0.353238281088347,6.81761915480415e+18,2.24609375,3.68174733011983e-05,2.3530616931509,1,0,0,0
0.021,-54432.1875,0.352376578411544,6.80416704235517e+18,2.236328125,2.7733172828448e-05,2.3530616931509,1,0,0,0
0.0211,-54915.40625,0.352955494487449,6.78868413192969e+18,2.2265625,2.5496006855974e-05,2.3530616931509,1,0,0,0
0.0212,-55720.7578125,0.355243003402996,6.81340513905174e+18,2.2607421875,2.64319169218652e-05,2.3530616931509,1,0,0,0
0.0213,-55720.7578125,0.356053316916083,6.82932812900624e+18,2.2705078125,2.64319169218652e-05,2.3530616931509,1,0,0,0
0.0214,-56103.23046875,0.356522112458261,6.81228968450536e+18,2.2412109375,2.6953719498124e-05,2.3530616931509,1,0,0,0
0.0215,-56492.9609375,0.355702761982868,6.81958975451903e+18,2.2216796875,2.92769145744387e-05,2.3530616931509,1,0,0,0
0.0216,-56922.32421875,0.35404630584476,6.80620155118341e+18,2.2509765625,2.69532447418896e-05,2.3530616931509,1,0,0,0
0.0217,-57319.65234375,0.353228453890792,6.77002555704528e+18,2.2314453125,1.85585231520236e-05,2.3530616931509,1,0,0,0
0.0218,-57722.515625,0.353367424136938,6.74113423975802e+18,2.2314453125,1.71683168446179e-05,2.3530616931509,1,0,0,0
0.0219,-58434.38671875,0.353691414812727,6.78416733816278e+18,2.216796875,1.40021693368908e-05,2.3530616931509,1,0,0,0
0.022,-58434.38671875,0.355635516372789,6.71715815176379e+18,2.24609375,1.40021693368908e-05,2.3530616931509,1,0,0,0
0.0221,-58837.14453125,0.35621862225244,6.71864620331303e+18,2.2412109375,1.12774778244784e-05,2.3530616931509,1,0,0,0
0.0222,-59208.73046875,0.355797294471106,6.69807763929222e+18,2.2509765625,9.62324793363223e-06,2.3530616931509,1,0,0,0
0.0223,-59577.84765625,0.353048611768973,6.68661385618312e+18,2.2265625,7.54927350499202e-06,2.3530616931509,1,0,0,0
0.0224,-59931.20703125,0.352453538383197,6.66329280224113e+18,2.2412109375,-2.67692962552246e-06,2.3530616931509,1,0,0,0
0.0225,-60241.6953125,0.351966773291638,6.68786716199984e+18,2.2265625,-1.10529617813881e-05,2.3530616931509,1,0,0,0
0.0226,-60873.05859375,0.353320622149309,6.67378076878058e+18,2.255859375,-8.8938149929163e-06,2.3530616931509,1,0,0,0
0.0227,-60873.05859375,0.354922911486889,6.72975525648322e+18,2.2412109375,-8.8938149929163e-06,2.3530616931509,1,0,0,0
0.0228,-61201.00390625,0.356043690290768,6.74462518917621e+18,2.2509765625,-5.000499641028e-06,2.3530616931509,1,0,0,0
0.0229,-61534.43359375,0.356017348437927,6.78058966476495e+18,2.2216796875,-3.13296573040134e-06,2.3530616931509,1,0,0,0
0.023,-61858.28515625,0.353977754100938,6.79146438451947e+18,2.2216796875,1.05880906176026e-06,2.3530616931509,1,0,0,0
0.0231,-62146.08984375,0.352992527527935,7.00623336516249e+18,2.2314453125,-3.434236987232e-06,2.3530616931509,1,0,0,0
0.0232,-62414.41015625,0.351686986071464,6.79817085569309e+18,2.2900390625,-1.84366635949118e-05,2.3530616931509,1,0,0,0
0.0233,-62942.99609375,0.352564319848772,6.80544013938118e+18,2.2412109375,-2.21486989175901e-05,2.3530616931509,1,0,0,0
0.0234,-62942.99609375,0.354484060007127,6.80833652788665e+18,2.2412109375,-2.21486989175901e-05,2.3530616931509,1,0,0,0
0.0235,-63215.3359375,0.355916721225883,6.81558285926951e+18,2.265625,-1.86539200512925e-05,2.3530616931509,1,0,0,0
0.0236,-63501.1015625,0.356171291718797,6.81654232060369e+18,2.28515625,-1.66557183547411e-05,2.3530616931509,1,0,0,0
0.0237,-63793.1875,0.355102658470979,6.8165387471909e+18,2.2900390625,-1.66304744197987e-05,2.3530616931509,1,0,0,0
0.0238,-64023.625,0.353180902192275,6.82937513312833e+18,2.2509765625,-2.24327413889114e-05,2.3530616931509,1,0,0,0
0.0239,-64282.58984375,0.351374493428354,6.88631526691806e+18,2.2705078125,-3.50936497852672e-05,2.3530616931509,1,0,0,0
0.024,-64626.92578125,0.352759910256228,6.90552084883728e+18,2.2607421875,-5.70554511796217e-05,2.3530616931509,1,0,0,0
0.0241,-64626.92578125,0.355351315319054,6.91024503798497e+18,2.28515625,-5.70554511796217e-05,2.34912042053845,1,0,0,0
0.0242,-64836.5234375,0.356339116450766,6.91446345178389e+18,2.275390625,-4.43872377218213e-05,2.34912042053845,1,0,0,0
0.0243,-65073.640625,0.357218926799526,6.87294919125395e+18,2.2607421875,-3.03025208268082e-05,2.34912042053845,1,0,0,0
0.0244,-65323.66796875,0.355790463201658,6.87602411295998e+18,2.2802734375,-1.87593359441962e-05,2.34912042053845,1,0,0,0
0.0245,-65574.6484375,0.353356568774987,6.87974554750314e+18,2.28515625,-1.4882041796227e-05,2.34912042053845,1,0,0,0
0.0246,-65737.0546875,0.351520891365233,6.90457526883739e+18,2.275390625,-2.10239395528333e-05,2.34912042053845,1,0,0,0
0.0247,-65891.484375,0.352068647904547,6.85850119614811e+18,2.2412109375,-3.76466050511226e-05,2.34912042053845,1,0,0,0
